task_id,task_name,assigned_to,department,priority,status,created_date,due_date,estimated_hours,actual_hours,tags,days_to_deadline,task_month,task_weekday,is_overdue
612,Integrate payment gateway,Eve,Frontend,Medium,In Progress,2025-05-03,2025-05-22,2,,"payment, backend",19,5,Saturday,1
613,Integrate payment gateway,Frank,DevOps,Low,Pending,2025-07-17,2025-08-06,3,,db,20,7,Thursday,1
614,Optimize database queries,Hannah,Mobile,Medium,Pending,2025-09-13,2025-09-16,4,,"deployment, api",3,9,Saturday,1
615,Optimize database queries,Frank,QA,High,In Progress,2025-09-15,2025-09-19,7,,testing,4,9,Monday,1
616,Optimize database queries,David,QA,Low,In Progress,2025-09-09,2025-09-15,2,,"optimization, frontend",6,9,Tuesday,1
617,Enhance security for API,Carol,Mobile,Low,Pending,2025-05-29,2025-06-14,7,,"optimization, backend, alert",16,5,Thursday,1
618,Setup CI/CD pipeline,Hannah,DevOps,Medium,Pending,2025-09-30,2025-10-12,3,,"dashboard, frontend, backend",12,9,Tuesday,1
619,Prepare deployment scripts,Eve,UI/UX,Medium,In Progress,2025-04-26,2025-05-01,13,,"setup, payment",5,4,Saturday,1
620,Optimize database queries,Hannah,UI/UX,Medium,In Progress,2025-06-03,2025-06-18,11,,payment,15,6,Tuesday,1
621,Design login page,Grace,QA,Medium,In Progress,2025-09-17,2025-10-05,16,,"design, testing",18,9,Wednesday,1
622,Implement search functionality,Hannah,QA,High,Completed,2025-07-17,2025-07-20,9,1.0,feedback,3,7,Thursday,0
623,Optimize database queries,Carol,QA,High,Pending,2025-05-17,2025-05-26,9,,dashboard,9,5,Saturday,1
624,Deploy application to staging,Hannah,Mobile,Medium,Completed,2025-09-18,2025-10-06,3,3.0,"optimization, api, dashboard",18,9,Thursday,0
625,Design login page,Alice,Data,Medium,Pending,2025-09-15,2025-10-06,7,,"dashboard, feedback",21,9,Monday,1
626,Improve page load performance,Bob,QA,Medium,Pending,2025-09-03,2025-09-20,5,,"frontend, api",17,9,Wednesday,1
627,Optimize database queries,Alice,Backend,High,In Progress,2025-07-15,2025-07-27,4,,db,12,7,Tuesday,1
628,Create marketing landing page,David,Mobile,Medium,In Progress,2025-04-17,2025-04-28,12,,"payment, deployment",11,4,Thursday,1
629,Deploy application to staging,Alice,Mobile,High,Pending,2025-09-21,2025-10-08,8,,dashboard,17,9,Sunday,1
630,Improve page load performance,Bob,Backend,High,In Progress,2025-06-18,2025-06-28,16,,frontend,10,6,Wednesday,1
631,Implement user authentication API,Eve,QA,Medium,Pending,2025-05-11,2025-05-23,13,,integration,12,5,Sunday,1
632,Implement user authentication API,Eve,Frontend,Medium,Completed,2025-08-01,2025-08-11,6,6.0,"testing, setup, frontend",10,8,Friday,0
633,Deploy application to staging,Bob,DevOps,Medium,In Progress,2025-07-16,2025-07-25,13,,"dashboard, payment, testing",9,7,Wednesday,1
634,Deploy application to staging,Bob,Backend,Medium,Completed,2025-08-18,2025-08-28,13,12.0,"design, testing, feedback",10,8,Monday,0
635,Create marketing landing page,David,DevOps,Low,Pending,2025-08-27,2025-08-30,10,,optimization,3,8,Wednesday,1
636,Design login page,Bob,Data,High,Completed,2025-08-29,2025-09-14,14,10.0,"setup, alert, design",16,8,Friday,0
637,Fix bug in login module,Alice,Backend,Medium,In Progress,2025-07-11,2025-07-20,10,,dashboard,9,7,Friday,1
638,Fix bug in login module,Eve,QA,Medium,Completed,2025-10-09,2025-10-15,6,6.0,"alert, integration",6,10,Thursday,0
639,Fix bug in login module,Frank,Frontend,Medium,In Progress,2025-08-07,2025-08-09,11,,api,2,8,Thursday,1
640,Create dashboard UI,Eve,DevOps,Medium,In Progress,2025-10-03,2025-10-22,14,,"deployment, setup, feedback",19,10,Friday,1
641,Design login page,Bob,UI/UX,Medium,Pending,2025-09-28,2025-10-17,12,,dashboard,19,9,Sunday,1
642,Collect user feedback,Eve,DevOps,High,Pending,2025-08-17,2025-08-25,10,,optimization,8,8,Sunday,1
643,Develop notification system,Eve,Mobile,Medium,Pending,2025-06-02,2025-06-06,5,,"api, setup, dashboard",4,6,Monday,1
644,Design login page,Grace,Backend,High,In Progress,2025-07-10,2025-07-24,6,,"payment, backend, setup",14,7,Thursday,1
645,Collect user feedback,Bob,Data,High,In Progress,2025-06-07,2025-06-27,6,,design,20,6,Saturday,1
646,Analyze user activity data,Frank,Frontend,Medium,Pending,2025-08-10,2025-08-26,1,,"api, db",16,8,Sunday,1
647,Update mobile app UI,Frank,QA,High,In Progress,2025-05-28,2025-06-06,7,,"testing, integration",9,5,Wednesday,1
648,Implement user authentication API,David,UI/UX,High,Completed,2025-08-20,2025-08-22,11,7.0,"frontend, integration, testing",2,8,Wednesday,0
649,Collect user feedback,Bob,Backend,Medium,In Progress,2025-05-17,2025-06-04,16,,"integration, payment, dashboard",18,5,Saturday,1
650,Implement search functionality,Bob,UI/UX,Low,Pending,2025-07-29,2025-08-04,9,,"api, deployment, payment",6,7,Tuesday,1
651,Deploy application to staging,Frank,Data,High,In Progress,2025-06-13,2025-06-19,10,,frontend,6,6,Friday,1
652,Improve page load performance,Carol,UI/UX,High,Pending,2025-07-12,2025-08-02,13,,"payment, design",21,7,Saturday,1
653,Setup project database,Bob,DevOps,High,In Progress,2025-05-22,2025-05-26,9,,"db, integration, dashboard",4,5,Thursday,1
654,Setup CI/CD pipeline,Frank,DevOps,Medium,In Progress,2025-07-11,2025-07-31,2,,"setup, backend, db",20,7,Friday,1
655,Conduct code review,Hannah,Frontend,High,Pending,2025-06-27,2025-07-18,7,,"alert, setup",21,6,Friday,1
656,Collect user feedback,Carol,Frontend,Medium,Completed,2025-08-27,2025-09-13,1,1.0,setup,17,8,Wednesday,0
657,Write unit tests for backend,Frank,UI/UX,Low,In Progress,2025-09-02,2025-09-18,16,,api,16,9,Tuesday,1
658,Collect user feedback,Frank,UI/UX,Medium,Completed,2025-06-10,2025-06-23,5,5.0,"setup, payment, frontend",13,6,Tuesday,0
659,Setup CI/CD pipeline,Carol,DevOps,High,Completed,2025-08-22,2025-09-10,5,1.0,db,19,8,Friday,0
660,Setup CI/CD pipeline,Frank,QA,High,Pending,2025-09-26,2025-10-13,4,,api,17,9,Friday,1
661,Write unit tests for backend,Alice,Mobile,Low,In Progress,2025-05-20,2025-06-04,5,,"frontend, api",15,5,Tuesday,1
662,Create marketing landing page,Hannah,Data,Medium,Completed,2025-09-06,2025-09-18,14,11.0,"frontend, backend, optimization",12,9,Saturday,0
663,Update mobile app UI,Frank,Data,High,Completed,2025-06-22,2025-06-30,2,2.0,"backend, api",8,6,Sunday,0
664,Setup project database,Hannah,Frontend,High,In Progress,2025-08-26,2025-08-31,10,,db,5,8,Tuesday,1
665,Enhance security for API,Hannah,QA,Low,In Progress,2025-07-12,2025-08-02,2,,"alert, optimization, dashboard",21,7,Saturday,1
666,Setup CI/CD pipeline,Alice,Backend,Medium,Completed,2025-10-01,2025-10-21,9,3.0,"integration, api",20,10,Wednesday,0
667,Integrate payment gateway,David,QA,High,In Progress,2025-08-04,2025-08-10,7,,"deployment, alert, db",6,8,Monday,1
668,Improve page load performance,Carol,Backend,High,Pending,2025-10-09,2025-10-19,7,,"dashboard, db, testing",10,10,Thursday,1
669,Setup project database,David,Data,High,In Progress,2025-09-19,2025-10-04,5,,"feedback, testing",15,9,Friday,1
670,Optimize database queries,Grace,Frontend,Low,Pending,2025-08-07,2025-08-21,2,,"alert, optimization, integration",14,8,Thursday,1
671,Fix bug in login module,Hannah,Backend,High,Pending,2025-08-08,2025-08-15,15,,"feedback, integration",7,8,Friday,1
672,Create dashboard UI,Bob,DevOps,Medium,Pending,2025-07-28,2025-08-14,6,,integration,17,7,Monday,1
673,Setup CI/CD pipeline,David,Data,Medium,In Progress,2025-07-03,2025-07-14,15,,"api, feedback",11,7,Thursday,1
674,Implement search functionality,Alice,UI/UX,High,Pending,2025-10-13,2025-11-03,10,,"optimization, backend, design",21,10,Monday,1
675,Improve page load performance,Eve,DevOps,High,In Progress,2025-07-17,2025-08-03,9,,"feedback, deployment",17,7,Thursday,1
676,Implement user authentication API,Eve,QA,Low,In Progress,2025-10-03,2025-10-13,13,,"alert, db",10,10,Friday,1
677,Implement search functionality,David,QA,High,In Progress,2025-10-12,2025-10-22,7,,"design, integration, db",10,10,Sunday,1
678,Prepare deployment scripts,Eve,QA,Medium,Pending,2025-05-02,2025-05-08,12,,testing,6,5,Friday,1
679,Analyze user activity data,Carol,Backend,Medium,In Progress,2025-07-13,2025-07-26,16,,alert,13,7,Sunday,1
680,Create dashboard UI,Bob,UI/UX,Low,In Progress,2025-04-21,2025-05-02,15,,payment,11,4,Monday,1
681,Conduct code review,Eve,Mobile,High,Completed,2025-05-20,2025-05-21,4,2.0,"backend, testing",1,5,Tuesday,0
682,Develop notification system,Alice,Mobile,Medium,Pending,2025-08-16,2025-08-27,7,,"feedback, db, frontend",11,8,Saturday,1
683,Fix bug in login module,Alice,QA,Medium,Completed,2025-09-13,2025-09-18,16,13.0,design,5,9,Saturday,0
684,Implement search functionality,Grace,Frontend,High,In Progress,2025-05-30,2025-06-20,12,,"dashboard, deployment, alert",21,5,Friday,1
685,Prepare deployment scripts,Grace,Mobile,Low,Pending,2025-06-24,2025-07-02,2,,"design, deployment",8,6,Tuesday,1
686,Deploy application to staging,Alice,UI/UX,Medium,In Progress,2025-10-02,2025-10-22,16,,"integration, db",20,10,Thursday,1
687,Integrate payment gateway,Bob,Backend,High,Pending,2025-06-10,2025-06-26,13,,"optimization, alert",16,6,Tuesday,1
688,Fix bug in login module,Hannah,QA,High,Pending,2025-08-19,2025-09-03,3,,frontend,15,8,Tuesday,1
689,Update mobile app UI,Eve,Mobile,Medium,In Progress,2025-09-23,2025-09-30,13,,api,7,9,Tuesday,1
690,Create dashboard UI,Bob,UI/UX,Medium,Pending,2025-07-08,2025-07-11,9,,"integration, payment, setup",3,7,Tuesday,1
691,Collect user feedback,Carol,QA,Medium,In Progress,2025-06-25,2025-06-26,10,,"db, integration, deployment",1,6,Wednesday,1
692,Write unit tests for backend,Frank,Frontend,Medium,Pending,2025-09-16,2025-09-30,16,,"feedback, setup, db",14,9,Tuesday,1
693,Design login page,Alice,UI/UX,High,In Progress,2025-06-09,2025-06-20,15,,"alert, testing",11,6,Monday,1
694,Update mobile app UI,Hannah,Frontend,Medium,In Progress,2025-10-05,2025-10-13,4,,design,8,10,Sunday,1
695,Optimize database queries,Eve,QA,Medium,Pending,2025-04-16,2025-04-23,4,,feedback,7,4,Wednesday,1
696,Implement user authentication API,Carol,DevOps,High,Completed,2025-06-27,2025-07-17,6,6.0,"optimization, payment, deployment",20,6,Friday,0
697,Collect user feedback,Eve,Mobile,High,In Progress,2025-09-01,2025-09-08,1,,"integration, deployment, testing",7,9,Monday,1
698,Create marketing landing page,Alice,Mobile,High,Completed,2025-08-16,2025-09-01,6,6.0,"payment, deployment",16,8,Saturday,0
699,Analyze user activity data,Alice,UI/UX,Medium,In Progress,2025-07-23,2025-08-07,5,,"setup, deployment",15,7,Wednesday,1
700,Implement search functionality,Eve,Mobile,Low,Pending,2025-05-17,2025-05-26,3,,alert,9,5,Saturday,1
701,Improve page load performance,Grace,Mobile,Medium,Completed,2025-07-18,2025-07-21,7,3.0,"design, api",3,7,Friday,0
702,Setup project database,Eve,Data,Low,In Progress,2025-04-27,2025-05-07,8,,db,10,4,Sunday,1
703,Implement search functionality,Grace,QA,Medium,Pending,2025-05-19,2025-06-09,1,,"frontend, integration",21,5,Monday,1
704,Create dashboard UI,Eve,UI/UX,Medium,Completed,2025-09-15,2025-09-19,15,4.0,"alert, db, integration",4,9,Monday,0
705,Design login page,Carol,Data,Medium,Pending,2025-04-23,2025-05-03,13,,"integration, setup, optimization",10,4,Wednesday,1
706,Implement search functionality,Grace,Backend,High,Pending,2025-09-04,2025-09-17,1,,"alert, payment",13,9,Thursday,1
707,Deploy application to staging,Eve,DevOps,Low,Pending,2025-09-13,2025-09-23,2,,optimization,10,9,Saturday,1
708,Write unit tests for backend,Hannah,Data,Medium,Pending,2025-06-22,2025-07-06,3,,"design, integration, alert",14,6,Sunday,1
709,Setup project database,Bob,Data,High,Pending,2025-09-30,2025-10-15,12,,"payment, integration",15,9,Tuesday,1
710,Fix bug in login module,Frank,Data,Medium,In Progress,2025-10-04,2025-10-08,14,,"backend, deployment, testing",4,10,Saturday,1
711,Optimize database queries,Hannah,DevOps,High,In Progress,2025-07-21,2025-07-23,1,,integration,2,7,Monday,1
712,Design login page,Grace,UI/UX,High,Pending,2025-09-25,2025-10-04,15,,testing,9,9,Thursday,1
713,Deploy application to staging,Alice,Frontend,High,Completed,2025-05-25,2025-06-03,10,7.0,"frontend, testing",9,5,Sunday,0
714,Prepare deployment scripts,Alice,Mobile,Low,Pending,2025-04-20,2025-04-21,7,,"alert, testing",1,4,Sunday,1
715,Write unit tests for backend,Grace,Backend,Low,In Progress,2025-09-06,2025-09-12,7,,payment,6,9,Saturday,1
716,Develop notification system,Hannah,Frontend,Medium,Completed,2025-05-25,2025-06-06,3,2.0,"alert, feedback",12,5,Sunday,0
717,Implement user authentication API,Carol,Frontend,Low,Pending,2025-10-14,2025-10-20,15,,"integration, db",6,10,Tuesday,1
718,Implement user authentication API,Eve,Data,Low,In Progress,2025-05-17,2025-05-20,8,,setup,3,5,Saturday,1
719,Create marketing landing page,Carol,UI/UX,Medium,Pending,2025-04-21,2025-05-04,15,,"optimization, deployment",13,4,Monday,1
720,Create marketing landing page,David,UI/UX,High,In Progress,2025-06-18,2025-06-24,16,,"testing, feedback, deployment",6,6,Wednesday,1
721,Setup project database,David,UI/UX,Medium,Completed,2025-07-13,2025-07-28,10,3.0,api,15,7,Sunday,0
722,Create marketing landing page,Alice,Frontend,High,Completed,2025-09-02,2025-09-10,9,7.0,"payment, db, alert",8,9,Tuesday,0
723,Write unit tests for backend,Alice,Mobile,High,In Progress,2025-04-16,2025-04-17,7,,"alert, testing, deployment",1,4,Wednesday,1
724,Deploy application to staging,Bob,Backend,Medium,In Progress,2025-05-06,2025-05-17,8,,"db, testing, dashboard",11,5,Tuesday,1
725,Implement search functionality,Eve,UI/UX,Medium,Pending,2025-09-12,2025-09-26,3,,"db, dashboard, alert",14,9,Friday,1
726,Analyze user activity data,Frank,DevOps,Medium,Pending,2025-08-12,2025-08-14,3,,"payment, feedback",2,8,Tuesday,1
727,Create dashboard UI,Grace,QA,Medium,In Progress,2025-09-24,2025-09-29,2,,"dashboard, db, optimization",5,9,Wednesday,1
728,Improve page load performance,Alice,DevOps,Medium,In Progress,2025-08-02,2025-08-13,8,,db,11,8,Saturday,1
729,Design login page,Hannah,Frontend,High,In Progress,2025-05-17,2025-05-19,7,,feedback,2,5,Saturday,1
730,Optimize database queries,David,UI/UX,High,Pending,2025-07-21,2025-07-25,1,,"optimization, design",4,7,Monday,1
731,Collect user feedback,Carol,Frontend,Medium,In Progress,2025-08-28,2025-09-11,1,,deployment,14,8,Thursday,1
732,Develop notification system,Carol,DevOps,High,In Progress,2025-09-09,2025-09-29,8,,"optimization, setup",20,9,Tuesday,1
733,Implement search functionality,Carol,QA,Low,In Progress,2025-08-31,2025-09-13,3,,"optimization, alert, api",13,8,Sunday,1
734,Deploy application to staging,Eve,UI/UX,High,In Progress,2025-05-24,2025-06-10,4,,"integration, testing, optimization",17,5,Saturday,1
735,Conduct code review,Alice,Backend,High,Pending,2025-06-08,2025-06-18,6,,"feedback, frontend, payment",10,6,Sunday,1
736,Design login page,David,Frontend,Medium,Pending,2025-05-15,2025-05-24,15,,"optimization, testing",9,5,Thursday,1
737,Integrate payment gateway,Frank,Data,High,In Progress,2025-07-26,2025-08-09,11,,"setup, frontend, backend",14,7,Saturday,1
738,Optimize database queries,Bob,QA,Low,Pending,2025-09-14,2025-09-28,7,,"alert, backend, frontend",14,9,Sunday,1
739,Fix bug in login module,Alice,Frontend,Medium,Pending,2025-07-12,2025-07-15,8,,setup,3,7,Saturday,1
740,Prepare deployment scripts,David,UI/UX,High,Pending,2025-07-30,2025-08-02,10,,db,3,7,Wednesday,1
741,Collect user feedback,Bob,DevOps,Medium,Pending,2025-07-05,2025-07-24,16,,"setup, feedback, api",19,7,Saturday,1
742,Setup CI/CD pipeline,Hannah,UI/UX,Medium,Pending,2025-09-23,2025-10-07,6,,testing,14,9,Tuesday,1
743,Collect user feedback,Hannah,Data,Medium,Pending,2025-08-04,2025-08-19,12,,"design, setup",15,8,Monday,1
744,Write unit tests for backend,Frank,UI/UX,Low,In Progress,2025-09-14,2025-10-03,3,,"db, design",19,9,Sunday,1
745,Create dashboard UI,Bob,DevOps,Low,In Progress,2025-05-02,2025-05-10,15,,"api, deployment, design",8,5,Friday,1
746,Optimize database queries,Eve,UI/UX,Medium,Pending,2025-06-16,2025-06-28,15,,"integration, payment",12,6,Monday,1
747,Update mobile app UI,Grace,Frontend,Low,In Progress,2025-05-08,2025-05-28,8,,"frontend, backend",20,5,Thursday,1
748,Fix bug in login module,Eve,DevOps,High,In Progress,2025-05-14,2025-05-28,7,,"optimization, api, integration",14,5,Wednesday,1
749,Analyze user activity data,Bob,Data,Low,Completed,2025-08-19,2025-08-27,4,4.0,"feedback, api",8,8,Tuesday,0
750,Setup CI/CD pipeline,Alice,Data,High,In Progress,2025-08-20,2025-08-26,10,,deployment,6,8,Wednesday,1
751,Analyze user activity data,Eve,DevOps,Medium,In Progress,2025-06-15,2025-07-06,3,,"api, testing",21,6,Sunday,1
752,Implement search functionality,David,Mobile,Low,In Progress,2025-07-13,2025-08-03,4,,setup,21,7,Sunday,1
753,Improve page load performance,Bob,Backend,Low,Completed,2025-08-28,2025-09-13,8,5.0,"alert, dashboard",16,8,Thursday,0
754,Improve page load performance,Carol,Data,Medium,Pending,2025-09-08,2025-09-16,6,,"dashboard, design",8,9,Monday,1
755,Conduct code review,Frank,Mobile,High,In Progress,2025-09-02,2025-09-09,5,,"dashboard, alert",7,9,Tuesday,1
756,Implement search functionality,David,UI/UX,Medium,In Progress,2025-05-21,2025-05-25,4,,"dashboard, setup",4,5,Wednesday,1
757,Fix bug in login module,Eve,DevOps,Low,Pending,2025-07-21,2025-08-05,5,,"integration, deployment, feedback",15,7,Monday,1
758,Create dashboard UI,David,DevOps,Medium,In Progress,2025-05-08,2025-05-26,6,,"frontend, integration",18,5,Thursday,1
759,Collect user feedback,Carol,DevOps,Low,Pending,2025-06-12,2025-06-21,14,,"payment, deployment, optimization",9,6,Thursday,1
760,Optimize database queries,Frank,DevOps,Medium,In Progress,2025-06-13,2025-07-03,1,,"api, testing, db",20,6,Friday,1
761,Deploy application to staging,Grace,DevOps,High,In Progress,2025-05-09,2025-05-29,11,,"payment, deployment",20,5,Friday,1
762,Create marketing landing page,David,DevOps,Medium,Completed,2025-04-30,2025-05-17,6,3.0,"frontend, alert",17,4,Wednesday,0
763,Prepare deployment scripts,Eve,Frontend,Low,Pending,2025-08-06,2025-08-27,12,,design,21,8,Wednesday,1
764,Deploy application to staging,Bob,Frontend,High,Pending,2025-05-02,2025-05-13,6,,"backend, payment, deployment",11,5,Friday,1
765,Implement user authentication API,David,DevOps,Low,Pending,2025-05-27,2025-06-11,8,,"alert, frontend",15,5,Tuesday,1
766,Analyze user activity data,Bob,DevOps,Medium,Pending,2025-08-05,2025-08-26,12,,"payment, setup",21,8,Tuesday,1
767,Deploy application to staging,Hannah,DevOps,Low,In Progress,2025-07-09,2025-07-30,1,,setup,21,7,Wednesday,1
768,Write unit tests for backend,Eve,DevOps,Medium,In Progress,2025-09-19,2025-10-01,15,,deployment,12,9,Friday,1
769,Optimize database queries,Eve,Frontend,Medium,Completed,2025-08-08,2025-08-18,13,7.0,payment,10,8,Friday,0
770,Update mobile app UI,Frank,Frontend,Medium,Pending,2025-06-20,2025-07-08,5,,"deployment, dashboard",18,6,Friday,1
771,Analyze user activity data,Frank,Frontend,Medium,Pending,2025-10-02,2025-10-22,3,,frontend,20,10,Thursday,1
772,Collect user feedback,Carol,QA,High,Pending,2025-10-01,2025-10-13,15,,"payment, testing, deployment",12,10,Wednesday,1
